  0.103573E-04  0.195136E+08  0.195136E+08  0.260037E+08  0.260037E+08  0.000000E+00  0.195136E+08
  0.105665E-04  0.195136E+08  0.195136E+08  0.260031E+08  0.260031E+08  0.000000E+00  0.195136E+08
  0.107800E-04  0.195136E+08  0.195136E+08  0.260025E+08  0.260024E+08  0.000000E+00  0.195136E+08
  0.109978E-04  0.195136E+08  0.195136E+08  0.260018E+08  0.260018E+08  0.000000E+00  0.195136E+08
  0.112199E-04  0.195136E+08  0.195136E+08  0.260011E+08  0.260011E+08  0.000000E+00  0.195136E+08
  0.114466E-04  0.195136E+08  0.195136E+08  0.260005E+08  0.260004E+08  0.000000E+00  0.195136E+08
  0.116778E-04  0.195136E+08  0.195136E+08  0.259997E+08  0.259997E+08  0.000000E+00  0.195136E+08
  0.119137E-04  0.195136E+08  0.195136E+08  0.259990E+08  0.259989E+08  0.000000E+00  0.195136E+08
  0.121544E-04  0.195136E+08  0.195136E+08  0.259982E+08  0.259982E+08  0.000000E+00  0.195136E+08
  0.123999E-04  0.195136E+08  0.195136E+08  0.259974E+08  0.259973E+08  0.000000E+00  0.195136E+08
  0.126504E-04  0.195136E+08  0.195136E+08  0.259965E+08  0.259965E+08  0.000000E+00  0.195136E+08
  0.129060E-04  0.195136E+08  0.195136E+08  0.259956E+08  0.259956E+08  0.000000E+00  0.195136E+08
  0.131667E-04  0.195136E+08  0.195136E+08  0.259947E+08  0.259947E+08  0.000000E+00  0.195136E+08
  0.134327E-04  0.195136E+08  0.195136E+08  0.259938E+08  0.259937E+08  0.000000E+00  0.195136E+08
  0.137041E-04  0.195136E+08  0.195136E+08  0.259928E+08  0.259927E+08  0.000000E+00  0.195136E+08
  0.139809E-04  0.195136E+08  0.195136E+08  0.259917E+08  0.259917E+08  0.000000E+00  0.195136E+08
  0.142633E-04  0.195136E+08  0.195136E+08  0.259906E+08  0.259906E+08  0.000000E+00  0.195136E+08
  0.145515E-04  0.195136E+08  0.195136E+08  0.259895E+08  0.259895E+08  0.000000E+00  0.195136E+08
  0.148454E-04  0.195136E+08  0.195136E+08  0.259883E+08  0.259883E+08  0.000000E+00  0.195136E+08
  0.151453E-04  0.195136E+08  0.195136E+08  0.259871E+08  0.259871E+08  0.000000E+00  0.195136E+08
  0.154513E-04  0.195136E+08  0.195136E+08  0.259858E+08  0.259858E+08  0.000000E+00  0.195136E+08
  0.157634E-04  0.195136E+08  0.195136E+08  0.259845E+08  0.259845E+08  0.000000E+00  0.195136E+08
  0.160819E-04  0.195136E+08  0.195136E+08  0.259831E+08  0.259831E+08  0.000000E+00  0.195136E+08
  0.164067E-04  0.195136E+08  0.195136E+08  0.259817E+08  0.259817E+08  0.000000E+00  0.195136E+08
  0.167382E-04  0.195136E+08  0.195136E+08  0.259802E+08  0.259802E+08  0.000000E+00  0.195136E+08
  0.170763E-04  0.195136E+08  0.195136E+08  0.259787E+08  0.259786E+08  0.000000E+00  0.195136E+08
  0.174213E-04  0.195136E+08  0.195136E+08  0.259771E+08  0.259770E+08  0.000000E+00  0.195136E+08
  0.177732E-04  0.195136E+08  0.195136E+08  0.259754E+08  0.259753E+08  0.000000E+00  0.195136E+08
  0.181323E-04  0.195136E+08  0.195136E+08  0.259736E+08  0.259736E+08  0.000000E+00  0.195136E+08
  0.184986E-04  0.195136E+08  0.195136E+08  0.259718E+08  0.259718E+08  0.000000E+00  0.195136E+08
  0.188722E-04  0.195136E+08  0.195136E+08  0.259699E+08  0.259699E+08  0.000000E+00  0.195136E+08
  0.192535E-04  0.195136E+08  0.195136E+08  0.259680E+08  0.259679E+08  0.000000E+00  0.195136E+08
  0.196424E-04  0.195136E+08  0.195136E+08  0.259659E+08  0.259658E+08  0.000000E+00  0.195136E+08
  0.200392E-04  0.195136E+08  0.195136E+08  0.259638E+08  0.259637E+08  0.000000E+00  0.195136E+08
  0.204441E-04  0.195136E+08  0.195136E+08  0.259616E+08  0.259615E+08  0.000000E+00  0.195136E+08
  0.208571E-04  0.195136E+08  0.195136E+08  0.259592E+08  0.259592E+08  0.000000E+00  0.195136E+08
  0.212784E-04  0.195136E+08  0.195136E+08  0.259568E+08  0.259567E+08  0.000000E+00  0.195136E+08
  0.217082E-04  0.195136E+08  0.195136E+08  0.259543E+08  0.259542E+08  0.000000E+00  0.195136E+08
  0.221468E-04  0.195135E+08  0.195135E+08  0.259517E+08  0.259516E+08  0.000000E+00  0.195135E+08
  0.225942E-04  0.195135E+08  0.195135E+08  0.259490E+08  0.259489E+08  0.000000E+00  0.195135E+08
  0.230506E-04  0.195135E+08  0.195135E+08  0.259462E+08  0.259461E+08  0.000000E+00  0.195135E+08
  0.235163E-04  0.195135E+08  0.195135E+08  0.259433E+08  0.259432E+08  0.000000E+00  0.195135E+08
  0.239913E-04  0.195135E+08  0.195135E+08  0.259402E+08  0.259401E+08  0.000000E+00  0.195135E+08
  0.244760E-04  0.195135E+08  0.195135E+08  0.259370E+08  0.259369E+08  0.000000E+00  0.195135E+08
  0.249704E-04  0.195135E+08  0.195135E+08  0.259337E+08  0.259336E+08  0.000000E+00  0.195135E+08
